40 18 Gpg Gpp F Berte from C:/Users/hp/Desktop/SANCTUAIRE/digitalisation/KOMBORODOUGOU_Mai_2016/KOMBORODOUGOU_Mai_2016_fem/KOMBORODOUGOU_Mai_2016_FD/KOMBORODOUGOU_Mai_2016_FD_1è_Digit/coord_Aug09.txt + 1 18 22 0  BERTE Gpp from C:/Users/hp/Desktop/SANCTUAIRE/ABIDJAN_CI_Oct_2007/Abidjan_Zoo CI_Oct_2007/Abidjan_Zoo_CI_fem/Abidjan_Zoo_CI_FD/coord_Aug03.txt
386.000	432.000	774.000	416.000	1616.000	496.000	1750.000	554.000	884.000	542.000	1812.000	598.000	1296.000	712.000	1128.000	846.000	440.000	678.000	936.000	586.000	520.000	606.000
400.000	420.000	816.000	406.000	1684.000	492.000	1822.000	556.000	944.000	544.000	1880.000	598.000	1344.000	704.000	1184.000	860.000	462.000	684.000	1004.000	602.000	548.000	616.000
362.000	538.000	776.000	512.000	1660.000	586.000	1804.000	642.000	922.000	638.000	1864.000	680.000	1326.000	800.000	1178.000	942.000	436.000	782.000	970.000	678.000	518.000	712.000
450.000	504.000	866.000	486.000	1756.000	576.000	1904.000	642.000	996.000	614.000	1952.000	682.000	1404.000	790.000	1250.000	926.000	508.000	762.000	1048.000	660.000	594.000	688.000
408.000	456.000	820.000	442.000	1696.000	532.000	1840.000	600.000	946.000	572.000	1894.000	646.000	1346.000	754.000	1184.000	898.000	468.000	718.000	996.000	624.000	554.000	646.000
372.000	398.000	796.000	392.000	1590.000	500.000	1720.000	562.000	884.000	528.000	1774.000	608.000	1260.000	690.000	1104.000	822.000	426.000	648.000	934.000	574.000	512.000	584.000
382.000	518.000	812.000	492.000	1654.000	544.000	1806.000	602.000	946.000	616.000	1866.000	640.000	1356.000	764.000	1196.000	922.000	462.000	786.000	1006.000	666.000	546.000	708.000
320.000	490.000	750.000	470.000	1618.000	542.000	1762.000	606.000	870.000	600.000	1822.000	656.000	1288.000	770.000	1130.000	912.000	392.000	758.000	928.000	644.000	478.000	688.000
414.000	508.000	822.000	482.000	1696.000	544.000	1850.000	606.000	960.000	612.000	1918.000	648.000	1388.000	776.000	1218.000	924.000	486.000	768.000	1016.000	658.000	568.000	688.000
406.000	436.000	826.000	420.000	1702.000	494.000	1866.000	560.000	960.000	554.000	1922.000	600.000	1380.000	720.000	1218.000	866.000	472.000	704.000	1024.000	608.000	558.000	630.000
444.000	384.000	858.000	356.000	1712.000	426.000	1868.000	494.000	978.000	482.000	1916.000	534.000	1390.000	650.000	1220.000	788.000	514.000	626.000	1030.000	524.000	596.000	558.000
428.000	518.000	826.000	498.000	1658.000	580.000	1806.000	648.000	922.000	624.000	1858.000	690.000	1342.000	796.000	1180.000	930.000	484.000	756.000	974.000	668.000	554.000	688.000
368.000	474.000	796.000	470.000	1692.000	572.000	1840.000	642.000	938.000	600.000	1898.000	686.000	1340.000	790.000	1176.000	940.000	436.000	754.000	984.000	658.000	516.000	674.000
418.000	492.000	824.000	466.000	1664.000	532.000	1812.000	588.000	954.000	592.000	1868.000	622.000	1354.000	738.000	1206.000	882.000	488.000	742.000	1008.000	638.000	564.000	674.000
398.000	396.000	814.000	376.000	1660.000	446.000	1804.000	504.000	932.000	510.000	1862.000	540.000	1336.000	664.000	1182.000	812.000	464.000	648.000	984.000	554.000	548.000	576.000
344.000	396.000	780.000	382.000	1634.000	458.000	1790.000	530.000	902.000	512.000	1840.000	564.000	1310.000	678.000	1154.000	822.000	424.000	672.000	950.000	562.000	494.000	592.000
418.000	452.000	846.000	420.000	1720.000	478.000	1880.000	542.000	966.000	554.000	1942.000	584.000	1392.000	706.000	1236.000	856.000	496.000	706.000	1032.000	598.000	578.000	634.000
290.000	474.000	720.000	460.000	1582.000	538.000	1712.000	602.000	842.000	594.000	1768.000	644.000	1240.000	762.000	1086.000	912.000	354.000	748.000	894.000	640.000	432.000	670.000
408.000	398.000	826.000	400.000	1678.000	522.000	1826.000	596.000	958.000	536.000	1882.000	636.000	1340.000	730.000	1178.000	864.000	466.000	662.000	998.000	580.000	548.000	596.000
360.000	554.000	766.000	506.000	1630.000	546.000	1770.000	604.000	904.000	626.000	1820.000	640.000	1324.000	772.000	1166.000	918.000	456.000	800.000	942.000	660.000	524.000	718.000
378.000	382.000	802.000	386.000	1662.000	480.000	1830.000	562.000	930.000	518.000	1884.000	596.000	1338.000	694.000	1162.000	832.000	448.000	664.000	982.000	560.000	518.000	582.000
452.000	532.000	872.000	522.000	1724.000	596.000	1882.000	656.000	1000.000	646.000	1938.000	698.000	1410.000	820.000	1244.000	960.000	520.000	790.000	1050.000	692.000	602.000	718.000
446.000	464.000	874.000	426.000	1736.000	478.000	1876.000	538.000	1002.000	550.000	1930.000	580.000	1406.000	708.000	1260.000	856.000	526.000	716.000	1054.000	594.000	602.000	642.000
448.000	414.000	870.000	402.000	1732.000	468.000	1884.000	528.000	1014.000	534.000	1950.000	570.000	1430.000	696.000	1254.000	842.000	516.000	680.000	1076.000	584.000	596.000	604.000
360.000	504.000	790.000	510.000	1634.000	582.000	1792.000	644.000	926.000	638.000	1854.000	682.000	1316.000	802.000	1146.000	950.000	430.000	776.000	976.000	684.000	506.000	702.000
380.000	466.000	798.000	466.000	1650.000	558.000	1800.000	622.000	932.000	600.000	1854.000	666.000	1324.000	768.000	1160.000	910.000	438.000	732.000	980.000	646.000	518.000	664.000
446.000	462.000	868.000	440.000	1714.000	526.000	1848.000	596.000	976.000	564.000	1902.000	636.000	1370.000	744.000	1214.000	884.000	516.000	720.000	1028.000	614.000	596.000	644.000
414.000	512.000	832.000	502.000	1682.000	590.000	1828.000	648.000	948.000	628.000	1884.000	690.000	1356.000	796.000	1202.000	936.000	474.000	756.000	998.000	674.000	556.000	690.000
298.000	450.000	748.000	446.000	1642.000	560.000	1776.000	632.000	842.000	586.000	1834.000	684.000	1276.000	778.000	1102.000	918.000	364.000	738.000	896.000	634.000	456.000	660.000
360.000	450.000	792.000	440.000	1700.000	528.000	1846.000	590.000	940.000	570.000	1904.000	632.000	1352.000	748.000	1180.000	896.000	432.000	720.000	984.000	608.000	522.000	640.000
392.000	428.000	832.000	400.000	1722.000	476.000	1868.000	546.000	966.000	532.000	1930.000	592.000	1384.000	702.000	1210.000	858.000	466.000	704.000	1024.000	582.000	550.000	622.000
384.000	448.000	794.000	438.000	1642.000	528.000	1788.000	594.000	924.000	570.000	1848.000	640.000	1306.000	730.000	1170.000	878.000	450.000	708.000	976.000	618.000	528.000	636.000
466.000	406.000	874.000	384.000	1690.000	452.000	1826.000	508.000	998.000	510.000	1880.000	540.000	1396.000	678.000	1226.000	812.000	536.000	660.000	1048.000	556.000	610.000	586.000
390.000	416.000	824.000	400.000	1760.000	480.000	1916.000	544.000	976.000	528.000	1976.000	586.000	1398.000	704.000	1222.000	848.000	456.000	698.000	1026.000	578.000	538.000	620.000
400.000	476.000	828.000	464.000	1694.000	524.000	1860.000	596.000	964.000	600.000	1914.000	634.000	1360.000	746.000	1200.000	906.000	470.000	754.000	1016.000	636.000	548.000	676.000
336.000	498.000	722.000	488.000	1532.000	550.000	1662.000	604.000	852.000	608.000	1720.000	644.000	1232.000	756.000	1082.000	890.000	404.000	740.000	902.000	646.000	476.000	678.000
378.000	440.000	786.000	442.000	1616.000	534.000	1756.000	604.000	912.000	566.000	1800.000	642.000	1304.000	742.000	1140.000	872.000	440.000	700.000	954.000	610.000	526.000	628.000
378.000	500.000	796.000	464.000	1628.000	502.000	1780.000	568.000	926.000	584.000	1830.000	604.000	1322.000	736.000	1172.000	872.000	462.000	752.000	972.000	626.000	540.000	676.000
400.000	478.000	820.000	458.000	1724.000	526.000	1872.000	596.000	978.000	592.000	1934.000	636.000	1370.000	768.000	1208.000	920.000	478.000	760.000	1024.000	638.000	554.000	682.000
382.000	392.000	802.000	380.000	1630.000	446.000	1786.000	512.000	912.000	510.000	1834.000	550.000	1304.000	676.000	1150.000	812.000	446.000	634.000	966.000	556.000	530.000	572.000

387.000	496.000	664.000	482.000	1223.000	522.000	1312.000	561.000	750.000	565.000	1352.000	589.000	1019.000	668.000	924.000	767.000	436.000	677.000	786.000	596.000	490.000	624.000
293.000	423.000	579.000	410.000	1156.000	451.000	1240.000	487.000	674.000	496.000	1280.000	516.000	937.000	602.000	842.000	700.000	356.000	619.000	712.000	531.000	408.000	562.000
426.000	457.000	702.000	453.000	1238.000	513.000	1322.000	556.000	799.000	536.000	1358.000	584.000	1013.000	647.000	911.000	729.000	485.000	635.000	829.000	572.000	533.000	588.000
472.000	440.000	750.000	435.000	1312.000	496.000	1400.000	537.000	839.000	518.000	1436.000	566.000	1093.000	633.000	988.000	723.000	521.000	627.000	873.000	553.000	572.000	579.000
332.000	428.000	623.000	405.000	1197.000	444.000	1293.000	490.000	722.000	489.000	1332.000	517.000	989.000	599.000	876.000	703.000	391.000	613.000	758.000	526.000	441.000	559.000
430.000	473.000	722.000	456.000	1267.000	506.000	1362.000	551.000	808.000	543.000	1399.000	581.000	1062.000	650.000	959.000	746.000	485.000	656.000	832.000	573.000	531.000	599.000
389.000	435.000	672.000	417.000	1224.000	466.000	1308.000	511.000	764.000	505.000	1341.000	539.000	1008.000	610.000	906.000	706.000	443.000	618.000	794.000	537.000	490.000	569.000
445.000	478.000	717.000	472.000	1257.000	533.000	1352.000	584.000	793.000	558.000	1383.000	609.000	1058.000	671.000	957.000	765.000	493.000	664.000	828.000	589.000	537.000	614.000
526.000	469.000	804.000	454.000	1351.000	510.000	1443.000	555.000	893.000	541.000	1479.000	584.000	1144.000	650.000	1037.000	743.000	580.000	652.000	929.000	571.000	630.000	601.000
387.000	420.000	665.000	402.000	1217.000	434.000	1310.000	475.000	750.000	484.000	1345.000	500.000	1009.000	582.000	914.000	687.000	443.000	610.000	784.000	515.000	491.000	553.000
355.000	492.000	648.000	480.000	1212.000	539.000	1312.000	583.000	734.000	569.000	1351.000	609.000	1000.000	688.000	890.000	784.000	410.000	688.000	775.000	611.000	462.000	634.000
405.000	525.000	673.000	517.000	1211.000	567.000	1298.000	609.000	755.000	599.000	1336.000	637.000	1007.000	706.000	910.000	798.000	455.000	692.000	792.000	636.000	505.000	646.000
358.000	520.000	642.000	511.000	1183.000	557.000	1283.000	599.000	726.000	591.000	1321.000	627.000	981.000	694.000	886.000	790.000	412.000	697.000	762.000	623.000	465.000	650.000
279.000	443.000	563.000	442.000	1124.000	504.000	1209.000	544.000	643.000	524.000	1241.000	571.000	904.000	640.000	801.000	731.000	328.000	630.000	673.000	555.000	379.000	580.000
418.000	532.000	687.000	522.000	1254.000	579.000	1331.000	620.000	785.000	605.000	1368.000	650.000	1035.000	711.000	934.000	808.000	468.000	716.000	815.000	636.000	517.000	666.000
348.000	491.000	621.000	494.000	1160.000	572.000	1257.000	623.000	700.000	583.000	1292.000	652.000	953.000	703.000	848.000	791.000	390.000	677.000	739.000	622.000	442.000	630.000
493.000	474.000	775.000	461.000	1335.000	519.000	1430.000	570.000	863.000	550.000	1462.000	595.000	1121.000	669.000	1004.000	753.000	544.000	658.000	900.000	584.000	594.000	607.000
466.000	480.000	745.000	472.000	1299.000	528.000	1395.000	577.000	835.000	559.000	1431.000	605.000	1095.000	674.000	987.000	769.000	520.000	672.000	866.000	592.000	563.000	619.000
